gene	chr	start	end	expression_CCLE	replication_time	noncoding_mutation_rate	local_GC_content	HiC_compartment	local_gene_density	wgs_mean_depth	wgs_percent_20x	capture_on_target_rate	capture_mean_depth	capture_pct200	capture_mean_percentGC
CAPN13	2	30945640	31030311	131344.5	692	0.000002776105	0.449005	0.005300868	5	54.86486	97.75676	0.8273013	79.37377	9.327869	48.94443
CAPN2	1	223889295	223963718	528883	407	0.000003526005	0.4699448	0.002372201	7	50.10811	91.13514	0.8452455	113.8787	13.3541	49.65159
CAPN3	15	42640301	42704515	592239.1	284	0.000001884890	0.42176	0.03848429	19	49.08108	94.94595	0.7879461	134.8426	18.26885	51.5128
CAPN5	11	76777992	76837196	403200.4	395	0.000002144434	0.467065	0.03829875	10	87.81081	88.78378	0.7510405	104.0492	13.37705	59.99773
CAPN6	23	110488328	110513774	132204.4	NaN	0.000003817953	0.386845	0.02261694	6	33.59459	86.54054	0.920819	170.7508	27.78361	44.06509
CAPN7	3	15247733	15294422	511283.2	367	0.000002287013	0.42556	0.02978458	10	42.91892	93.24324	0.8919139	110.4623	10.48852	35.10179
CAPN9	1	230883130	230937749	438897.8	550	0.000003017232	0.443565	0.006859743	6	51.21622	97.24324	0.8298823	140.5869	19.36393	50.66592
CAPNS1	19	36630918	36641254	978271.7	326	0.000003029617	0.52434	0.006180169	48	50.24324	87.83784	0.9130536	191.8131	36.09508	54.87789
CAPRIN1	11	34073230	34124157	770116.1	279	0.000002418459	0.42975	0.02758996	8	47.59459	94.05405	0.8983536	90.23607	4.459016	40.97102
CAPRIN2	12	30862486	30907448	286972.7	420	0.000003938876	0.382685	-0.007924942	3	59.27027	99.08108	0.9172981	185.4131	32.63934	41.93172
CAPS	19	5914193	5916221	1166723	392	0.000002706145	0.54499	0.0359463	21	42.08108	78.02703	0.9347041	109.1377	6.790164	66.01153
CAPS2	12	75669760	75723836	110847.3	692	0.000003965348	0.34905	-0.03176956	3	43.37838	90.48649	0.7505239	94.02623	5.360656	31.69903
CAPSL	5	35904398	35938881	138289.2	614	0.000004331484	0.40801	0.0001641198	6	63.86486	98.97297	0.877119	151.0918	21.63607	42.06485
CAPZA1	1	113162075	113214241	560292.1	325	0.000002249845	0.42084	0.02260477	8	46.83784	96.02703	0.8529548	120.7574	14.51475	37.55639
CAPZA2	7	116502563	116559312	503858.7	185	0.000002689823	0.39046	0.008350474	7	49.05405	89.48649	0.8282364	99.90492	6.285246	33.29689
CAPZA3	12	18891045	18892121	82406.54	911	0.000003974061	0.36267	-0.02878834	4	65.13514	99.16216	0.9832077	121.1934	8.763934	39.95437
CAPZB	1	19665267	19812066	811050.5	429	0.000001761891	0.4921433	0.0412689	13	49.08108	93.02703	0.8193338	125.8	17.31803	51.35635
CARD10	22	37886401	37915210	985852.6	176	0.000002200114	0.55003	0.05101665	20	43.67568	84.21622	0.8810143	68.12787	5.986885	61.30884
CARD11	7	2945769	3083579	635399.8	558	0.000002920871	0.495975	0.02412943	13	49.08108	88.37838	0.8661502	114.2033	12.79672	57.08679
CARD14	17	78152281	78182851	674340.1	219	0.000002667224	0.50705	0.02211707	12	45.81081	91.18919	0.8900498	65.18689	3.413115	61.00812
CARD18	11	105008448	105010461	46072.69	568	0.000004045802	0.36787	-0.01751977	6	57.08108	99.21622	0.9123793	186.0787	34.62951	41.06918
CARD6	5	40841410	40855454	212186	526	0.000005239648	0.40849	0.01851703	5	63.51351	99.21622	0.9857074	231.5213	40.51475	46.55446
CARD8	19	48711344	48759203	1052191	391	0.000002774806	0.46728	0.03190361	23	51.75676	97.51351	0.914842	140.9049	18.74426	48.53361
CARD9	9	139258408	139268133	1194160	258	0.000002734853	0.6241	0.02848474	21	43.59459	74.45946	0.8740714	68.40984	7.029508	63.99006
CARHSP1	16	8946802	8962863	401329.2	247	0.000003072383	0.47432	0.005026917	7	42.32432	88.56757	0.8554193	46.56393	0.5245902	59.30752
CARKD	13	111268008	111292340	504688.6	278	0.000003098750	0.48905	0.03323678	6	47.43243	89.83784	0.8797779	104.718	10.79016	52.11073
CARM1	19	10982253	11033447	2031768	193	0.000002140224	0.531095	0.03541416	37	42	77.62162	0.8571707	103.8098	10.12787	60.48744
CARNS1	11	67183149	67193076	1269888	177	0.000003325772	0.53151	0.05053212	31	40.7027	74.08108	0.9339729	22.97705	0.03278689	62.05105
CARS	11	3022160	3078671	547495.2	237	0.000003474860	0.4931	0.04256496	17	50.32432	96.7027	0.846497	136.2098	17.48852	52.16857
CARS2	13	111293757	111358480	532345.9	216	0.000003081271	0.48704	0.04222938	7	46.97297	86.32432	0.8638053	96.4623	10.94098	48.95883
CARTPT	5	71014990	71016875	456944.5	601	0.000002360525	0.4109	0.01939378	9	42	82.89189	0.8631201	81.9377	3.219672	58.31796
CASC1	12	25261227	25348094	255115.5	633	0.000003553761	0.384845	0.01792164	7	64.02703	94.81081	0.8890157	130.5246	16.30492	36.10308
CASC3	17	38296507	38328432	1537878	156	0.000002108700	0.508615	0.03211583	26	52.86486	95.86486	0.9154674	169.5902	29.95082	48.34395
CASC4	15	44580929	44707958	973992.6	493	0.000002337317	0.4130433	0.03677861	16	42.7027	88.83784	0.827808	89.34754	5.331148	41.19831
CASC5	15	40886447	40954881	958414.9	139	0.000001941039	0.44813	0.04716105	20	51.32432	97.83784	0.917461	111.1738	8.422951	35.1697
CASD1	7	94139170	94186326	446033.2	469	0.000004422951	0.37292	0.003447808	7	43.45946	88.18919	0.8917367	128.0426	17.02951	32.51219
CASK	23	41374191	41782287	531097.4	NaN	0.000002237003	0.40466	0.04465925	6	31.97297	78.37838	0.4710492	60.56066	1.908197	39.24504
CASKIN1	16	2227184	2246465	2179404	224	0.000001995426	0.62375	0.03908355	50	30.94595	56.83784	0.9277211	42.67869	0.9967213	64.90451
CASKIN2	17	73496343	73511627	1918292	195	0.000002309657	0.50092	0.0248197	32	42.62162	77.13514	0.9325024	79.19344	6.229508	62.91729
CASP1	11	104896246	104972158	45434.73	622	0.000004093341	0.37148	-0.01858548	6	54.86486	99.21622	0.7495085	188.2656	31.79016	42.11373
CASP10	2	202047621	202094110	590374.3	386	0.000002056694	0.44494	0.03890311	14	51.45946	98.10811	0.876446	140.0262	17.93115	45.68098
CASP14	19	15163015	15166900	990596.6	524	0.000003150839	0.4622	0.0156725	26	50.2973	97.59459	0.9419905	97.26557	8.157377	52.74961
CASP2	7	142985402	143004784	379804.2	372	0.000003485117	0.419045	0.0210963	15	54.40541	97.02703	0.8982465	117.2656	14.59344	48.59701
CASP3	4	185548852	185570629	281207.8	471	0.000001907529	0.43061	0.02831969	6	43.51351	96.67568	0.8856196	105.9049	10.68197	34.34887
CASP4	11	104813594	104839325	45234.31	626	0.000004115082	0.37188	-0.02041726	5	51.89189	98.62162	0.8876122	128.1115	13.04918	42.14932
CASP5	11	104864967	104893895	45234.31	626	0.000004115082	0.37188	-0.02041726	5	50.59459	97.97297	0.8823794	139.4197	14.75738	40.82263
CASP6	4	110609785	110624629	211933.9	473	0.000002745882	0.40507	0.02452044	6	49.10811	94.7027	0.8818622	86.47213	4.370492	39.54823
CASP7	10	115438935	115490662	200770.2	587	0.000001916478	0.43221	-0.0003926135	5	52.54054	97.81081	0.8590532	152.3738	22.6918	46.93806
CASP8	2	202098166	202152434	571729.5	386	0.000002074796	0.4385	0.03690582	15	54.02703	98.97297	0.9000387	130.7541	16.53115	44.43342
CASP8AP2	6	90539619	90584154	326497.1	580	0.000002117525	0.43242	0.02219804	12	56.48649	98.62162	0.968749	78.74426	8.754098	37.34877
CASP9	1	15818797	15850790	636572.8	188	0.000001714935	0.4962	0.03351164	10	46.37838	90.67568	0.8713018	93.31475	9.02623	53.76086
CASQ1	1	160160285	160171674	841605.3	386	0.000003103410	0.49453	0.02907324	24	54.94595	99.05405	0.8382291	111.5967	11.6623	51.42144
CASQ2	1	116242628	116311426	287179.3	639	0.000002080335	0.427955	0.008123375	8	48.78378	96.94595	0.8066178	113.482	13.9377	43.99263
CASR	3	121902530	122005343	557699.7	602	0.000002659746	0.40691	0.04082483	12	58.62162	98.18919	0.9362935	158.8	23.21967	52.24503
CASS4	20	54987168	55034396	254881	551	0.000004450065	0.435585	-0.02491333	9	53.56757	98.27027	0.9303794	92.04262	5.216393	52.38063
CAST	5	95997941	96110383	394245	345	0.000002085899	0.3969067	0.03278107	6	46.24324	94.2973	0.607959	83.93115	5.193443	40.10395
CASZ1	1	10696668	10856707	809310	433	0.000001502398	0.5131767	0.02734981	13	40.51351	71.67568	0.8782263	76.58361	4.944262	61.36146
CAT	11	34460472	34493606	653478	256	0.000002158063	0.42016	0.02328313	9	50.75676	96.97297	0.8754831	143.1016	21.11803	44.47498
CATSPER1	11	65784224	65793988	3854361	208	0.000002029121	0.53527	0.05743258	50	46.37838	89.97297	0.9146338	98.81311	8.065574	57.98947
CATSPER2	15	43922774	43941039	774279.2	286	0.000002229101	0.46118	0.05133682	20	54.45946	97.08108	0.8840451	173.2918	31.16721	42.41263
CATSPER3	5	134303596	134347397	725156.5	226	0.000001709321	0.42477	0.0272684	16	46.62162	93.67568	0.8790556	119.6754	11.7541	48.82872
CATSPER4	1	26517119	26529032	896535.5	217	0.000001554398	0.49592	0.02952692	21	47.81081	94.21622	0.9315812	136.5082	17.70164	53.46758
CATSPERB	14	92047118	92198413	394439	483	0.000002186807	0.413985	0.02605775	8	47.35135	94.94595	0.7464696	112.2295	10.50492	34.82517
CATSPERG	19	38826443	38861588	1467279	253	0.000002406038	0.51926	-0.00009970989	23	51.86486	91.18919	0.9169603	177.9082	24.55738	55.94831
CAV1	7	116164839	116201238	554881.7	159	0.000002873128	0.388505	0.0003840323	4	52.35135	91.67568	0.8683392	119.3639	15.11803	54.496
CAV2	7	116139444	116148594	548425.8	187	0.000002931249	0.37753	-0.004888764	4	44.72973	78.56757	0.9017917	91.8	7.57377	51.7419
CAV3	3	8775496	8788450	99516.54	555	0.000002658325	0.46782	-0.008966228	4	41.21622	88.21622	0.864289	66.82623	1.822951	57.92596
MICU1	10	74127098	74385899	473219.8	212	0.000001699345	0.43164	0.03310843	11	52.13514	97.64865	0.7441215	40.59344	0.3016393	42.3966
CBFA2T2	20	32077928	32237837	613808	148	0.000002381210	0.4532367	0.05151998	16	54.67568	94.16216	0.8722164	131.4918	15.99672	47.26496
CBFB	16	67063050	67134956	1068656	125	0.000001599883	0.476065	0.04752437	20	37.02703	77.54054	0.8494804	107.0656	11.6459	42.58981
CBL	11	119076990	119178858	1172813	183	0.000002200742	0.473205	0.05260533	33	46.78378	93.67568	0.9098248	137.7082	15.30164	45.15247
CBLB	3	105377110	105587887	169365.4	628	0.000003333506	0.3628767	0.0004933759	2	55.40541	98.05405	0.9069316	131.5377	17.2459	40.97161
CBLC	19	45281126	45303902	866183.7	178	0.000002918456	0.518835	-0.0121642	27	46.35135	86.91892	0.8730466	108.4754	12.81639	60.99354
CBLL1	7	107384279	107402082	513168.5	515	0.000002746157	0.39532	0.02808269	9	49.37838	94.67568	0.9489654	188.2885	35.71148	44.42113
CBLN1	16	49311831	49315742	6672.308	907	0.000004329909	0.42988	-0.03324509	3	37.56757	79.21622	0.9320349	98.97049	6.980328	58.80911
CBLN2	18	70203915	70211723	12877.62	1030	0.000007311946	0.37253	-0.03483314	1	42.21622	81.24324	0.9090054	98.8459	10.01639	50.18905
CBLN3	14	24895742	24898731	897133.1	265	0.000002228266	0.50852	0.03974847	42	44.94595	87.62162	0.9099946	128.2852	24.21311	59.19437
CBLN4	20	54572497	54580012	236364.9	941	0.000005695398	0.40061	-0.0739036	1	40.56757	77.83784	0.914758	146.0557	22.47213	52.57927
CBR1	21	37442285	37445462	219579.8	318	0.000002494032	0.45114	0.06581336	2	45.2973	87.18919	0.9088951	77.44918	2.331148	53.77982
CBR3	21	37507263	37518858	261889.3	232	0.000002423015	0.45675	0.05552204	4	45.83784	83.67568	0.8896755	70.97377	2.790164	49.33899
CBR4	4	169908744	169931422	174339.5	258	0.000002236652	0.39254	0.01629699	5	36.27027	82.75676	0.9013709	93.19344	10.73115	37.24183
CBS	21	44473301	44496472	428442.3	156	0.000002489058	0.47054	0.06349658	14	40.32432	81.10811	0.8516678	73.70492	3.744262	61.02586
CBWD1	9	121039	179075	230380	398	0.000003894622	0.41252	-0.00372106	8	41	83.78378	0.8556632	306.4	64.75082	36.62348
CBWD2	2	114195268	114253780	553273.7	555	0.000004136697	0.41682	0.02226424	17	48.32432	92.64865	0.846881	309.118	67.2	36.91062
CBWD3	9	70432001	70914931	114606.8	887	0.000004912504	0.3838398	-0.008532316	5	46.32432	89.59459	0.4038403	345.259	68.21311	37.62768
CBWD5	9	70432005	70490171	176193.3	NaN	0.000005942150	0.37745	-0.007951034	5	41.18919	80.81081	0.7825429	332.2131	60.18361	38.49704
CBX1	17	46147415	46178883	1205950	255	0.000002513043	0.50099	0.02029104	21	57.97297	99.67568	0.8701393	151.2066	22.63607	46.01691
CBX2	17	77751977	77761449	633863.3	209	0.000002738302	0.5378	0.03148543	10	42.75676	75.83784	0.9444272	75.95738	4.259016	63.01456
CBX3	7	26241099	26252974	915229.7	445	0.000003013483	0.43875	0.04325378	3	53.2973	95.2973	0.8842303	93.57377	5.64918	34.19454
CBX4	17	77806956	77813213	647412.2	242	0.000002699025	0.5702	-0.001996507	10	32.59459	57.48649	0.9759647	103.6	13.51148	61.94382
CBX5	12	54624732	54673915	753625.1	205	0.000003618920	0.48612	0.0587856	26	52.59459	97.05405	0.8610103	183.8656	32.52131	40.12892
CBX6	22	39260264	39268258	1317460	358	0.000002262657	0.52997	0.05420338	24	28.24324	51.72973	0.9409201	43.23607	0.7672131	64.46897
CBX7	22	39526790	39548538	1063921	223	0.000002290004	0.5128	0.07785168	24	38.2973	75.81081	0.8282079	69.01639	5.242623	59.98575
CBX8	17	77768178	77770915	633863.3	209	0.000002738302	0.5378	0.03148543	10	46.43243	87.40541	0.9136303	150.0131	28.06885	52.32242
CBY1	22	39052658	39069853	1056349	262	0.000002243279	0.44696	0.04517471	25	47.32432	95.64865	0.8768594	140.977	16.38033	52.23222
CC2D1A	19	14016956	14041693	930314.5	231	0.000002690713	0.55027	0.03226632	17	41.24324	80.43243	0.9409796	100.1213	10.79344	60.43817
CC2D1B	1	52816267	52831864	815522.8	448	0.000001830796	0.44531	0.02630047	12	47.05405	94.24324	0.9112879	104.7082	11.92787	57.99009
CC2D2A	4	15471489	15603180	163270.6	420	0.000002261712	0.3984467	0.02680709	3	48.05405	97.67568	0.8447257	48.40328	1.84918	40.80529
CC2D2B	10	97759848	97792440	515809.1	798	0.000001907014	0.38175	0.03302728	9	46.48649	93.27027	0.8522779	147.4623	20.16066	34.97459
CCAR1	10	70480971	70551307	859992.8	256	0.000001860157	0.417715	0.04462435	12	42.18919	89.13514	0.9012708	113.3377	11.46885	37.1995
CCBE1	18	57098172	57364644	257438.7	491	0.000003309109	0.4191775	0.02366969	8	45.89189	91.48649	0.8527704	163.0393	30.23934	50.04232
CCBL1	9	131595393	131644354	1706086	201	0.000002113452	0.51609	0.02409493	30	47.32432	94.91892	0.8997923	112.7672	11.92787	57.97175
CCBL2	1	89401456	89458643	316278.5	598	0.000002037525	0.39994	0.00480742	5	47.40541	97.64865	0.3877194	117.118	11.17705	34.18336
ACKR2	3	42850964	42908774	335378.8	396	0.000002005509	0.447915	0.02632872	14	46.24324	94.91892	0.9660308	192.6984	40.77377	52.06339
CCDC102A	16	57546092	57570477	771505.7	159	0.000001576806	0.49373	0.04544214	30	33.24324	64.97297	0.85724	70.80328	7.321311	63.73307
CCDC102B	18	66382491	66722426	70752.62	1048	0.000006112640	0.353644	-0.008015549	2	47	95.94595	0.7894235	120.223	13.96721	39.10278
CCDC103	17	42977154	42980627	1101543	172	0.000002354172	0.48747	0.02785464	30	52.37838	96.81081	0.9261273	110.3902	9.806557	54.66446
CFAP36	2	55746740	55772216	618208.8	382	0.000002305735	0.40593	0.02666578	9	54.86486	93.89189	0.8696353	94.6623	6.052459	39.41694
CCDC105	19	15121539	15134083	990596.6	524	0.000003150839	0.4622	0.0156725	26	41.13514	80.32432	0.9085264	37.65246	0.4754098	59.69132
CCDC106	19	56158954	56164524	1077402	254	0.000003768086	0.53012	-0.009538264	48	41.16216	77.78378	0.9305387	95.0623	7.180328	62.77139
CCDC107	9	35658311	35661183	1202125	248	0.000001987574	0.47689	0.0373463	21	45.13514	83.08108	0.9766034	135.4951	22.4623	55.11737
CCDC108	2	219867576	219906245	872633.5	324	0.000002098661	0.496925	0.0358794	28	47.27027	89.45946	0.9071147	104.141	12.92131	57.28981
MCU	10	74451889	74647450	635146.5	218	0.000001676279	0.3986533	0.03375709	9	47.05405	88.94595	0.8405465	127.2262	16.92459	40.15016
CCDC109B	4	110481355	110608868	211933.9	479	0.000002718931	0.3994833	0.025732	4	47.72973	97.51351	0.6591207	91.9541	4.229508	38.33838
CFAP53	18	47753563	47792865	211343.8	300	0.000002687880	0.44134	0.03465546	8	49.2973	97.81081	0.8997937	249.7508	50.39344	42.87151
CCDC110	4	186366339	186392913	173408.6	422	0.000002027048	0.40814	0.01962277	13	43.91892	92.59459	0.9308001	124.4262	15.81967	34.44455
PRIMPOL	4	185570767	185616112	290265.1	471	0.000001885849	0.418325	0.03001443	6	40.56757	92.13514	0.8040158	99.2	6.770492	35.25654
CCDC112	5	114602885	114632458	273705.4	493	0.000003424281	0.36508	0.02000053	4	37.72973	84.02703	0.9185436	100.5475	9.685246	34.41286
CCDC113	16	58283840	58317732	785058.6	347	0.000002150309	0.431355	0.01458368	23	50.45946	95.32432	0.6915607	105.4426	7.790164	43.96255
CCDC114	19	48799709	48823332	1265470	217	0.000002778071	0.479705	0.03383327	25	42.67568	79.67568	0.9417529	101.5213	7.613115	62.93169
CCDC115	2	131095816	131099922	360632.2	593	0.000005176246	0.46056	0.004922763	7	42.54054	84.94595	0.9081459	69.28852	2.642623	61.2624
CCDC116	22	21987086	21991615	521772.8	194	0.000003870830	0.52088	0.03708826	16	47.64865	86.72973	0.9745535	148.6197	20.5541	60.92777
CCDC117	22	29168662	29185282	571394	219	0.000002410562	0.43935	-0.01009976	6	46.7027	81.91892	0.9030142	83.46557	6.357377	38.31758
CCDC12	3	46963220	47018270	489602.1	371	0.000001623712	0.527415	0.04305189	19	40.81081	82.51351	0.8201502	117.6066	21.55082	57.94509
CCDC120	23	48916516	48927509	833688.9	NaN	0.000003451378	0.50573	0.04130092	31	24.81081	47.7027	0.9056663	23.75082	0.003278689	63.90788
CCDC121	2	27848506	27851898	1192074	306	0.000001835270	0.42475	0.04294183	39	57.51351	99.62162	0.9343585	278.7475	60.34098	41.79493
CCDC122	13	44410491	44453826	139965.2	346	0.000002585082	0.38161	0.04524854	5	41.05405	89.51351	0.8946085	78.54098	4.845902	31.89101
CEP89	19	33369906	33462869	478721	448	0.000002880387	0.4529	-0.01989291	11	59.32432	97.21622	0.8707887	171.7115	26.99672	43.24936
CCDC124	19	18043824	18054793	1366136	217	0.000002656239	0.51815	0.03627883	32	35.59459	65.10811	0.8578254	24.77377	0	63.48564
CCDC125	5	68576519	68616410	434059.8	261	0.000002215989	0.43149	0.04865732	6	48.27027	97.43243	0.8380915	164.4721	26.6	38.78361
CCDC126	7	23636998	23684326	389944.8	361	0.000003409696	0.42155	0.02340351	10	55	98.08108	0.6593612	114.5967	8.590164	36.24439
CCDC127	5	204875	218297	1040169	530	0.000006383753	0.51465	0.02431387	14	63.91892	98.43243	0.9331295	176.8984	27.37705	45.07375
CCDC129	7	31556978	31693303	34323.38	943	0.000005091708	0.39502	-0.0006862797	8	56.97297	97.48649	0.9091962	92.76066	9.777049	47.11545
CCDC13	3	42749875	42814745	369283.8	309	0.000002019662	0.462165	0.03287606	12	45.43243	93.10811	0.8645851	135.1082	16.2918	54.5499
CCDC130	19	13858753	13874106	767213.8	289	0.000002719163	0.46899	0.006148528	24	43	84.78378	0.8771415	69.38689	3.311475	57.12767
CCDC132	7	92861653	92988337	260736.6	785	0.000004033215	0.36355	0.008006827	10	48.97297	91	0.8728368	119.5607	13.68852	34.14641
CCDC134	22	42196678	42222303	1384410	199	0.000002292779	0.47488	0.05212613	21	51.13514	95.7027	0.8589518	99.47213	7.272131	55.15932
DRC7	16	57728713	57765366	712945	168	0.000001633697	0.53598	0.03437694	24	46.40541	93.91892	0.877833	134.0754	18.96393	56.99017
CCDC136	7	128432099	128462183	830283.3	310	0.000002656730	0.44242	0.0353425	14	53.72973	97.43243	0.8682912	53.29508	4.862295	52.56306
CCDC138	2	109403219	109492847	366787.1	474	0.000002766189	0.38398	0.008299292	9	49.05405	95.05405	0.8860069	120.1443	13.24918	33.51165
CCDC14	3	123632276	123680255	242712.1	450	0.000002797228	0.39674	0.02037479	8	56.43243	97.54054	0.9555137	105.3672	15.71475	38.73712
CCDC140	2	223162866	223169936	235090.8	682	0.000002904289	0.38844	0.01212365	3	42.02703	91.18919	0.8104285	46.60984	0.06229508	58.3809
CCDC141	2	179700492	179749678	163272.9	839	0.000003692620	0.37498	0.01158187	9	51.02703	96.83784	0.9196791	137.4557	16.08525	42.37576
CCDC142	2	74699960	74710357	1044697	315	0.000002077961	0.492965	0.04751862	33	49.02703	86.75676	0.8866189	106.1016	10.44918	58.71515
CCDC144A	17	16593639	16678311	1101297	499	0.000002457224	0.400085	-0.01844075	12	50	93.75676	0.8182498	92.35738	9.570492	39.55493
CCDC144B	17	18486722	18528845	728758.5	435	0.000003843499	0.435035	-0.00482832	20	52.10811	90.7027	0.9073458	140.8525	22.13443	40.93083
CCDC144NL	17	20766710	20799453	463168.9	398	0.000003818734	0.42398	-0.02407758	4	60.51351	84.62162	0.8626343	143.0164	24.15082	53.72203
CCDC146	7	76751934	76924519	312362.2	639	0.000003648297	0.40067	0.0352314	10	55.43243	97.83784	0.5777097	99.58033	7.64918	37.80177
CFAP58	10	106113522	106214839	281526.5	415	0.000003271905	0.429775	0.00211751	15	50.59459	96.83784	0.8683175	92.85246	7.327869	43.13392
CCDC148	2	159027869	159313265	133881.7	759	0.000002134279	0.381935	-0.004830091	5	46.45946	94.89189	0.8159879	93.02951	5.691803	34.9557
CCDC149	4	24809392	24981770	280002.6	621	0.000002097393	0.43097	0.03432136	3	49	98.54054	0.8007242	128.4656	18.22295	45.09599
CCDC15	11	124824017	124911383	409880.7	760	0.000002990207	0.41878	0.02050109	27	49.10811	97.10811	0.9417162	89.37049	14.39344	40.94668
CCDC150	2	197504356	197597530	165314.8	393	0.000002406591	0.38996	0.003222851	5	51.21622	95.97297	0.8499051	64.91475	5.547541	39.71664
CCDC151	19	11531273	11545980	1255985	265	0.000002410357	0.52758	0.0324626	33	42.16216	80.75676	0.9242114	118.1672	17.42623	59.22112
